Entity,Code,Year,"Outdoor ozone pollution (deaths per 100,000)","Household pollution (deaths per 100,000)","Outdoor particulate pollution (deaths per 100,000)"
Cote d'Ivoire,CIV,12/31/3400,1.238285424,140.4001879,21.6138379
Cote d'Ivoire,CIV,12/31/3401,1.240223048,138.3922183,21.47028958
Cote d'Ivoire,CIV,12/31/3402,1.239077276,135.6743407,21.0893715
Cote d'Ivoire,CIV,12/31/3403,1.244882449,134.0084475,20.45304487
Cote d'Ivoire,CIV,12/31/3404,1.254213847,133.222664,19.81803745
Cote d'Ivoire,CIV,12/31/3405,1.258535814,132.0358362,19.5405489
Cote d'Ivoire,CIV,12/31/3406,1.264501603,131.1784159,19.57598233
Cote d'Ivoire,CIV,12/31/3407,1.260745598,128.9512288,19.25678841
Cote d'Ivoire,CIV,12/31/3408,1.251464875,124.7729269,19.09859432
Cote d'Ivoire,CIV,12/31/3409,1.243244531,121.5196327,18.75935608
Cote d'Ivoire,CIV,12/31/3410,1.241782778,118.9300343,18.49556785
Cote d'Ivoire,CIV,12/31/3411,1.242402938,115.8888506,19.27283231
Cote d'Ivoire,CIV,12/31/3412,1.249832514,114.2908626,19.50340483
Cote d'Ivoire,CIV,12/31/3413,1.255024617,113.0859618,18.75266253
Cote d'Ivoire,CIV,12/31/3414,1.259864942,110.1533325,18.49869229
Cote d'Ivoire,CIV,12/31/3415,1.256370242,103.6539523,23.198924
Cote d'Ivoire,CIV,12/31/3416,1.256311888,99.91100085,22.35516732
Cote d'Ivoire,CIV,12/31/3417,1.256875478,96.25337526,21.82017138
Croatia,HRV,12/31/3418,2.410094732,17.49193104,42.26296442
Croatia,HRV,12/31/3419,2.338392076,16.76747524,41.41484786
Croatia,HRV,12/31/3420,2.311511598,16.24930281,40.74506411
Croatia,HRV,12/31/3421,2.341799866,15.89787241,40.20475718
Croatia,HRV,12/31/3422,2.357111629,15.51108938,39.54571654
Croatia,HRV,12/31/3423,2.412989661,15.24847361,39.65717666
Croatia,HRV,12/31/3424,2.515892738,15.00982187,40.79363985
Croatia,HRV,12/31/3425,2.633305829,14.56947642,42.04321841
Croatia,HRV,12/31/3426,2.660762892,13.63143484,41.29022554
Croatia,HRV,12/31/3427,2.756695498,12.71441631,40.93117863
Croatia,HRV,12/31/3428,2.66734556,11.41278743,38.81446283
Croatia,HRV,12/31/3429,2.62792568,10.72447767,38.29790805
Croatia,HRV,12/31/3430,2.703166665,10.23790682,39.16391307
Croatia,HRV,12/31/3431,2.848001858,9.860733499,40.28862646
Croatia,HRV,12/31/3432,2.794920974,9.043596801,38.51521871
Croatia,HRV,12/31/3433,2.86487305,8.656781144,38.55735246
Croatia,HRV,12/31/3434,2.847157589,8.158075087,37.81443518
Croatia,HRV,12/31/3435,2.950609114,7.909956486,38.20917124
Croatia,HRV,12/31/3436,2.971271098,7.594834595,37.86037541
Croatia,HRV,12/31/3437,2.897276161,6.874159899,35.47006161
Croatia,HRV,12/31/3438,2.846876191,6.591155412,34.03354513
Croatia,HRV,12/31/3439,2.848415868,6.028859193,33.64176833
Croatia,HRV,12/31/3440,2.805589712,5.93885972,31.3999621
Croatia,HRV,12/31/3441,2.703361456,5.470441967,29.16019784
Croatia,HRV,12/31/3442,2.755520447,5.431719135,28.48556407
Croatia,HRV,12/31/3443,2.879622275,5.325944323,29.94664164
Croatia,HRV,12/31/3444,2.696853789,4.964761334,27.12795644
Croatia,HRV,12/31/3445,2.636935302,4.654715055,26.80349322
Cuba,CUB,12/31/3446,1.30712059,9.66862794,41.12298205
Cuba,CUB,12/31/3447,1.309919948,8.973569017,41.61977477
Cuba,CUB,12/31/3448,1.362201306,8.596960146,42.91717841
Cuba,CUB,12/31/3449,1.428671495,8.348871982,43.89259845
Cuba,CUB,12/31/3450,1.449545804,8.07192227,43.65141267
Cuba,CUB,12/31/3451,1.462543477,7.716965749,42.68428367
Cuba,CUB,12/31/3452,1.499899024,7.260800672,42.47923832
Cuba,CUB,12/31/3453,1.533714628,6.598517615,41.32157759
Cuba,CUB,12/31/3454,1.592073038,6.202426458,40.6573385
Cuba,CUB,12/31/3455,1.64336587,5.766130747,39.66661806
Cuba,CUB,12/31/3456,1.598533395,5.204605085,37.55585528
Cuba,CUB,12/31/3457,1.627180523,4.863186928,37.54641609
Cuba,CUB,12/31/3458,1.526025879,4.202209493,35.1798619
Cuba,CUB,12/31/3459,1.569160258,3.960943694,35.46982448
Cuba,CUB,12/31/3460,1.598764743,3.776636937,35.67857418
Cuba,CUB,12/31/3461,1.611589769,3.574351682,35.65323211
Cuba,CUB,12/31/3462,1.505959033,3.070749304,33.86289066
Cuba,CUB,12/31/3463,1.49454526,2.870300304,33.6212284
Cuba,CUB,12/31/3464,1.492457578,2.737375318,33.86812318
Cuba,CUB,12/31/3465,1.485244093,2.589995978,33.54893102
Cuba,CUB,12/31/3466,1.486286365,2.466720689,33.06183478
Cuba,CUB,12/31/3467,1.419955744,2.158164614,31.58349389
Cuba,CUB,12/31/3468,1.430440759,2.106282553,30.95253531
Cuba,CUB,12/31/3469,1.447488818,1.987248986,30.91795457
Cuba,CUB,12/31/3470,1.451904641,1.958789988,30.18016581
Cuba,CUB,12/31/3471,1.491426562,1.934678212,30.76479603
Cuba,CUB,12/31/3472,1.444571074,1.829216848,29.96734445
Cuba,CUB,12/31/3473,1.40963722,1.722008769,29.61062874
Cyprus,CYP,12/31/3474,4.388189542,2.445922499,44.55746669
Cyprus,CYP,12/31/3475,4.3475084,2.223220709,44.38911813
Cyprus,CYP,12/31/3476,4.243575278,1.973725875,43.86547001
Cyprus,CYP,12/31/3477,4.140022595,1.771534312,43.14854258
Cyprus,CYP,12/31/3478,4.059311257,1.608916341,42.52962416
Cyprus,CYP,12/31/3479,4.001063681,1.436784733,41.95884845
Cyprus,CYP,12/31/3480,4.021330855,1.303409874,42.17549888
Cyprus,CYP,12/31/3481,4.120011144,1.227762916,43.34436319
Cyprus,CYP,12/31/3482,4.154628074,1.15373925,43.90034729
Cyprus,CYP,12/31/3483,4.168851374,1.068614561,43.9664935
Cyprus,CYP,12/31/3484,4.189848229,0.993566076,43.95845203
Cyprus,CYP,12/31/3485,4.132559885,0.891877618,42.96319968
Cyprus,CYP,12/31/3486,4.112004804,0.815679645,42.19057178
Cyprus,CYP,12/31/3487,4.084562484,0.731593186,41.39962185
Cyprus,CYP,12/31/3488,4.008093061,0.664489794,40.53619027
Cyprus,CYP,12/31/3489,3.823712663,0.571462513,38.80736161
Cyprus,CYP,12/31/3490,3.671092635,0.500840795,37.15918445
Cyprus,CYP,12/31/3491,3.556834712,0.439075486,35.67460172
Cyprus,CYP,12/31/3492,3.359881055,0.387259143,33.52361899
Cyprus,CYP,12/31/3493,3.257021306,0.33822482,31.93485505
Cyprus,CYP,12/31/3494,3.134404976,0.29329785,30.15794671
Cyprus,CYP,12/31/3495,3.023902734,0.26137762,28.57506494
Cyprus,CYP,12/31/3496,2.972674746,0.245641025,26.80366816
Cyprus,CYP,12/31/3497,2.969373948,0.226803484,25.78130779
Cyprus,CYP,12/31/3498,2.984019633,0.217518272,25.05162177
Cyprus,CYP,12/31/3499,2.999339231,0.200410229,25.01751325
Cyprus,CYP,12/31/3500,2.954873381,0.2049059,23.36870549
Cyprus,CYP,12/31/3501,2.943205787,0.190199365,23.39594606
Czech Republic,CZE,12/31/3502,2.598701157,4.673336831,67.21600353
Czech Republic,CZE,12/31/3503,2.321027967,4.297854507,63.27814509
Czech Republic,CZE,12/31/3504,2.145958255,3.937552508,60.57101051
Czech Republic,CZE,12/31/3505,1.949116724,3.509143456,57.17649602
Czech Republic,CZE,12/31/3506,1.785432224,3.172343764,55.13838939
Czech Republic,CZE,12/31/3507,1.661741689,2.954048136,54.12443731
Czech Republic,CZE,12/31/3508,1.539009157,2.630082433,50.95245373
Czech Republic,CZE,12/31/3509,1.521248528,2.511006407,49.77679288
Czech Republic,CZE,12/31/3510,1.501904892,2.244278465,46.77316863
Czech Republic,CZE,12/31/3511,1.523644011,2.095402637,45.03916839
Czech Republic,CZE,12/31/3512,1.56629406,1.974572296,43.65133353
Czech Republic,CZE,12/31/3513,1.578797498,1.843148362,42.2348147
Czech Republic,CZE,12/31/3514,1.613023654,1.715942852,41.37423992
Czech Republic,CZE,12/31/3515,1.705133363,1.730317308,41.67017446
Czech Republic,CZE,12/31/3516,1.692636447,1.600677408,39.41540203
Czech Republic,CZE,12/31/3517,1.759708572,1.563581549,38.30074115
Czech Republic,CZE,12/31/3518,1.73039717,1.418595348,36.53130126
Czech Republic,CZE,12/31/3519,1.771911983,1.351626815,35.96191419
Czech Republic,CZE,12/31/3520,1.833532502,1.293748377,35.72209903
Czech Republic,CZE,12/31/3521,1.886304141,1.239765433,35.0582956
Czech Republic,CZE,12/31/3522,1.925320904,1.19605157,34.30163995
Czech Republic,CZE,12/31/3523,2.027264285,1.133359037,33.50497228
Czech Republic,CZE,12/31/3524,2.088641613,1.150747535,32.04064408
Czech Republic,CZE,12/31/3525,2.185992462,1.12945714,31.04656477
Czech Republic,CZE,12/31/3526,2.168704008,1.075468658,29.44375634
Czech Republic,CZE,12/31/3527,2.247697139,1.027927602,29.57759673
Czech Republic,CZE,12/31/3528,2.201952086,1.021157852,27.98094233
Czech Republic,CZE,12/31/3529,2.123831687,0.958861042,27.47477476
Democratic Republic of Congo,COD,12/31/3530,5.246499954,147.3113739,27.56601508
Democratic Republic of Congo,COD,12/31/3531,5.257295899,146.2083332,28.30828908
Democratic Republic of Congo,COD,12/31/3532,5.253597922,144.8658961,28.59852573
Democratic Republic of Congo,COD,12/31/3533,5.238092768,144.9324511,28.05603408
Democratic Republic of Congo,COD,12/31/3534,5.266149383,145.5447771,27.98424736
Democratic Republic of Congo,COD,12/31/3535,5.309284599,147.4292656,27.49420056
Democratic Republic of Congo,COD,12/31/3536,5.425221488,149.8911122,28.27010675
Democratic Republic of Congo,COD,12/31/3537,5.363574841,147.3219216,27.99280119
Democratic Republic of Congo,COD,12/31/3538,5.40511731,148.2706962,27.93725382
Democratic Republic of Congo,COD,12/31/3539,5.416010519,149.0238673,26.96847084
Democratic Republic of Congo,COD,12/31/3540,5.442962223,149.725457,26.60228941
Democratic Republic of Congo,COD,12/31/3541,5.488966011,149.0866286,26.5348627
Democratic Republic of Congo,COD,12/31/3542,5.504785234,147.6669261,25.49100963
Democratic Republic of Congo,COD,12/31/3543,5.6405156,148.7923608,24.97199123
Democratic Republic of Congo,COD,12/31/3544,5.681829504,146.5910978,24.03536185
Democratic Republic of Congo,COD,12/31/3545,5.691277464,143.0514722,23.44318024
Democratic Republic of Congo,COD,12/31/3546,5.743414712,142.7143661,23.10572516
Democratic Republic of Congo,COD,12/31/3547,5.808349855,141.2731274,23.04931713
Democratic Republic of Congo,COD,12/31/3548,5.910365503,140.4507776,23.27622832
Democratic Republic of Congo,COD,12/31/3549,5.984632138,139.6046339,23.04471596
Democratic Republic of Congo,COD,12/31/3550,6.063873782,137.4041102,23.18694079
Democratic Republic of Congo,COD,12/31/3551,6.174009982,134.8264983,23.73140097
Democratic Republic of Congo,COD,12/31/3552,6.263874602,131.5529319,24.97243864
Democratic Republic of Congo,COD,12/31/3553,6.310005902,125.9030193,26.36352533
Democratic Republic of Congo,COD,12/31/3554,6.35448581,122.5602146,25.83026683
Democratic Republic of Congo,COD,12/31/3555,6.400915353,117.2770255,27.72047632
Democratic Republic of Congo,COD,12/31/3556,6.475968587,113.3915586,28.29788198
Democratic Republic of Congo,COD,12/31/3557,6.548576347,110.9057683,28.20791744
Denmark,DNK,12/31/3558,2.589821721,0.528363378,37.68663014
Denmark,DNK,12/31/3559,2.601017076,0.496745896,36.36836297
Denmark,DNK,12/31/3560,2.696943695,0.474512427,36.07232509
Denmark,DNK,12/31/3561,2.833504721,0.464879865,36.02653164
Denmark,DNK,12/31/3562,2.954186668,0.440754616,35.25071534
Denmark,DNK,12/31/3563,3.093425745,0.415249891,34.43465693
Denmark,DNK,12/31/3564,3.159673497,0.383452945,33.16045707
Denmark,DNK,12/31/3565,3.229830005,0.353610323,31.69868678
Denmark,DNK,12/31/3566,3.252832988,0.322257466,30.06386057
Denmark,DNK,12/31/3567,3.435381529,0.317120214,30.65564969
Denmark,DNK,12/31/3568,3.308098308,0.29266,28.53158011
Denmark,DNK,12/31/3569,3.308628335,0.27537596,28.26431726
Denmark,DNK,12/31/3570,3.313437435,0.268328374,28.23872959
Denmark,DNK,12/31/3571,3.214719689,0.247270837,27.23796324
Denmark,DNK,12/31/3572,3.078620805,0.220976666,25.88115282
Denmark,DNK,12/31/3573,2.973736217,0.20204082,24.43954455
Denmark,DNK,12/31/3574,3.0161818,0.192168306,24.41581924
Denmark,DNK,12/31/3575,3.053599548,0.183068988,24.17268391
Denmark,DNK,12/31/3576,3.000920033,0.16694483,23.11114767
Denmark,DNK,12/31/3577,3.052183127,0.162065298,22.79049385
Denmark,DNK,12/31/3578,3.043726068,0.149317207,22.09043311
Denmark,DNK,12/31/3579,2.971880483,0.130344991,21.71802564
Denmark,DNK,12/31/3580,2.923711271,0.129114109,19.40875219
Denmark,DNK,12/31/3581,2.901387138,0.124406169,18.59909783
Denmark,DNK,12/31/3582,2.835243063,0.112031186,18.1506705
Denmark,DNK,12/31/3583,2.819238274,0.110220282,17.38160086
Denmark,DNK,12/31/3584,2.828453243,0.109541238,16.78729836
Denmark,DNK,12/31/3585,2.854666116,0.103695525,16.77503004
Djibouti,DJI,12/31/3586,1.440460473,118.0079922,28.00720023
Djibouti,DJI,12/31/3587,1.423899627,118.1991914,29.51006384
Djibouti,DJI,12/31/3588,1.409615393,119.0214249,31.14183951
Djibouti,DJI,12/31/3589,1.389771217,117.5965828,31.9282948
Djibouti,DJI,12/31/3590,1.374400677,115.5854976,32.63170654
Djibouti,DJI,12/31/3591,1.361066692,113.1248564,33.66525464
Djibouti,DJI,12/31/3592,1.346216181,110.4743172,34.9492311
Djibouti,DJI,12/31/3593,1.334178321,106.1475196,35.92340438
Djibouti,DJI,12/31/3594,1.318534578,101.626493,36.27651719
Djibouti,DJI,12/31/3595,1.294854279,96.00110567,36.33126754
Djibouti,DJI,12/31/3596,1.274689175,90.28094678,36.11521814
Djibouti,DJI,12/31/3597,1.27169584,83.79805895,36.92855683
Djibouti,DJI,12/31/3598,1.296672534,77.27845426,37.90578997
Djibouti,DJI,12/31/3599,1.333170245,69.97460979,39.62502606
Djibouti,DJI,12/31/3600,1.378038847,63.21688154,41.25710009
Djibouti,DJI,12/31/3601,1.414092701,58.58480539,41.34826691
Djibouti,DJI,12/31/3602,1.459723752,54.38541228,42.75542501
Djibouti,DJI,12/31/3603,1.51137288,52.62732074,42.54935815
Djibouti,DJI,12/31/3604,1.563809332,50.71897202,41.88312802
Djibouti,DJI,12/31/3605,1.628716237,48.96848862,41.38986706
Djibouti,DJI,12/31/3606,1.692063952,47.30374638,40.49707416
Djibouti,DJI,12/31/3607,1.762213319,44.92132577,41.89859479
Djibouti,DJI,12/31/3608,1.837817231,42.94789946,41.68896624
Djibouti,DJI,12/31/3609,1.915969894,40.80768504,42.21815164
Djibouti,DJI,12/31/3610,2.008329692,38.73732256,43.30928841
Djibouti,DJI,12/31/3611,2.085631423,35.26479576,46.8154501
Djibouti,DJI,12/31/3612,2.184712244,33.9533603,47.03830555
Djibouti,DJI,12/31/3613,2.274099614,32.24147876,46.90101673
Dominica,DMA,12/31/3614,0,34.92551165,20.24856893
Dominica,DMA,12/31/3615,0,33.84440715,21.05055605
Dominica,DMA,12/31/3616,0,32.41251419,22.05930586
Dominica,DMA,12/31/3617,0,30.77023127,22.95575744
Dominica,DMA,12/31/3618,0,28.92493809,23.91036716
Dominica,DMA,12/31/3619,0,27.01394353,24.59592171
Dominica,DMA,12/31/3620,0,25.28045865,25.69727311
Dominica,DMA,12/31/3621,0,23.32359309,26.38762204
Dominica,DMA,12/31/3622,0,21.44805426,26.94286673
Dominica,DMA,12/31/3623,0,19.85102854,27.48997996
Dominica,DMA,12/31/3624,0,18.13467325,27.84240974
Dominica,DMA,12/31/3625,0,16.61842268,28.27721296
Dominica,DMA,12/31/3626,0,15.16740421,28.76393109
Dominica,DMA,12/31/3627,0,14.19283427,29.58942168
Dominica,DMA,12/31/3628,0,13.14177988,30.28946578
Dominica,DMA,12/31/3629,0,12.23924835,30.35642013
Dominica,DMA,12/31/3630,0,11.32466179,30.80337383
Dominica,DMA,12/31/3631,0,10.45522812,30.78733437
Dominica,DMA,12/31/3632,0,9.745906432,30.58462134
Dominica,DMA,12/31/3633,0,9.128304662,30.66563742
Dominica,DMA,12/31/3634,0,8.746518827,30.96756094
Dominica,DMA,12/31/3635,8.45E-07,8.208721732,32.18733907
Dominica,DMA,12/31/3636,3.23E-06,8.061183303,31.29229363
Dominica,DMA,12/31/3637,7.03E-06,7.760010591,31.65572307
Dominica,DMA,12/31/3638,1.21E-05,7.541223366,31.38347005
Dominica,DMA,12/31/3639,1.83E-05,7.372724434,31.51147543
Dominica,DMA,12/31/3640,2.44E-05,7.083231775,31.15131929
Dominica,DMA,12/31/3641,3.13E-05,6.837761311,30.83747323
Dominican Republic,DOM,12/31/3642,1.108656863,34.40043488,11.91377834
Dominican Republic,DOM,12/31/3643,1.052525602,32.53301777,11.95878271
Dominican Republic,DOM,12/31/3644,1.013739192,30.39620597,12.0570425
Dominican Republic,DOM,12/31/3645,0.98570639,29.05963472,12.51354283
Dominican Republic,DOM,12/31/3646,0.960843771,26.79022487,12.72578511
Dominican Republic,DOM,12/31/3647,0.945738342,25.09439116,13.08614365
Dominican Republic,DOM,12/31/3648,0.934043604,23.97309565,13.89250383
Dominican Republic,DOM,12/31/3649,0.923449077,22.9228227,14.63523052
Dominican Republic,DOM,12/31/3650,0.91445711,21.60337231,15.38923504
Dominican Republic,DOM,12/31/3651,0.901434042,20.37886258,15.84681834
Dominican Republic,DOM,12/31/3652,0.887927626,18.7765498,15.82642624
Dominican Republic,DOM,12/31/3653,0.894870117,18.04587291,16.32320643
Dominican Republic,DOM,12/31/3654,0.908702187,17.3589088,16.97352022
Dominican Republic,DOM,12/31/3655,0.940821412,17.09825971,17.94273635
Dominican Republic,DOM,12/31/3656,0.985509875,16.64332024,19.21429255
Dominican Republic,DOM,12/31/3657,1.006424319,15.856911,20.14031518
Dominican Republic,DOM,12/31/3658,1.013850334,15.73329328,21.28729542
Dominican Republic,DOM,12/31/3659,0.993691269,14.94429577,21.58781531
Dominican Republic,DOM,12/31/3660,0.979694678,14.09425502,21.91053537
Dominican Republic,DOM,12/31/3661,0.970899539,13.44117542,22.2013943
Dominican Republic,DOM,12/31/3662,0.970371362,12.8061143,22.59468106
Dominican Republic,DOM,12/31/3663,0.945917992,12.19928622,23.06584651
Dominican Republic,DOM,12/31/3664,0.976065807,12.30031032,23.07529452
Dominican Republic,DOM,12/31/3665,1.023020687,12.65911915,23.68806384
Dominican Republic,DOM,12/31/3666,1.073685715,12.96380218,23.6560967
Dominican Republic,DOM,12/31/3667,1.11366344,12.50771296,25.5416008
Dominican Republic,DOM,12/31/3668,1.135970877,12.02749538,24.73403077
Dominican Republic,DOM,12/31/3669,1.129399653,11.25390844,24.79712076
East Asia,,12/31/3670,34.67772136,106.3114462,55.33047932
East Asia,,12/31/3671,34.33654835,102.1550758,56.89161414
East Asia,,12/31/3672,33.61790533,97.34805787,57.53189313
East Asia,,12/31/3673,32.86219094,92.31366357,57.983486
East Asia,,12/31/3674,32.0615712,87.4157036,58.19920425
East Asia,,12/31/3675,30.82098685,81.95960812,58.19173406
East Asia,,12/31/3676,29.72877877,76.88426223,58.77469756
East Asia,,12/31/3677,28.52414258,71.91099696,58.90213125
East Asia,,12/31/3678,27.48072116,67.58277529,59.13776874
East Asia,,12/31/3679,25.87277915,62.83318837,58.37721691
East Asia,,12/31/3680,24.53418539,58.99894809,58.03854646
East Asia,,12/31/3681,23.20471641,54.82533316,58.08249678
East Asia,,12/31/3682,22.2338106,51.63237352,58.80644551
East Asia,,12/31/3683,21.35545924,48.6278813,59.69728096
East Asia,,12/31/3684,20.20519772,45.06671582,59.70823492
East Asia,,12/31/3685,18.71619177,40.8737366,58.31209642
East Asia,,12/31/3686,16.94447674,35.95237026,56.11789324
East Asia,,12/31/3687,15.77672349,32.46723022,55.31141468
East Asia,,12/31/3688,15.09411149,30.07375618,55.73900047
East Asia,,12/31/3689,14.65444012,28.10489906,56.70932396
East Asia,,12/31/3690,14.22915907,26.2073108,57.54063403
East Asia,,12/31/3691,13.54261541,24.02619298,57.87554487
East Asia,,12/31/3692,12.79928115,22.87648956,54.57635621
East Asia,,12/31/3693,11.93081939,20.65219594,53.41621745
East Asia,,12/31/3694,11.58034603,19.68587505,51.79807875
East Asia,,12/31/3695,11.39453874,18.86209204,51.95192624
East Asia,,12/31/3696,11.22356516,18.51858431,48.78088423
East Asia,,12/31/3697,11.19860279,16.57713632,48.70226537
Eastern Europe,,12/31/3698,3.120515403,5.302531887,61.28004835
Eastern Europe,,12/31/3699,3.112606163,5.1892029,62.71943641
Eastern Europe,,12/31/3700,3.193015823,5.138556863,66.08709103
Eastern Europe,,12/31/3701,3.471316929,5.281326474,74.98133925
Eastern Europe,,12/31/3702,3.603702244,5.419053627,79.64649399
Eastern Europe,,12/31/3703,3.539463161,5.600137754,76.6630316
Eastern Europe,,12/31/3704,3.327518506,5.224752271,73.82467723
Eastern Europe,,12/31/3705,3.084545173,4.816412366,70.15706895
Eastern Europe,,12/31/3706,2.879538163,4.51327053,67.75889672
Eastern Europe,,12/31/3707,2.934467088,4.535606648,70.93478981
Eastern Europe,,12/31/3708,2.880014392,4.501968837,71.50888235
Eastern Europe,,12/31/3709,2.717691115,4.336505797,72.90658671
Eastern Europe,,12/31/3710,2.617168229,4.233839239,74.74817559
Eastern Europe,,12/31/3711,2.474534868,4.08050973,74.8266322
Eastern Europe,,12/31/3712,2.300785205,3.928528074,72.63838082
Eastern Europe,,12/31/3713,2.204835493,3.83606195,72.50782087
Eastern Europe,,12/31/3714,1.955770265,3.373570419,68.11500898
Eastern Europe,,12/31/3715,1.828410656,3.10008704,65.87215359
Eastern Europe,,12/31/3716,1.768164311,2.846115584,65.36546997
Eastern Europe,,12/31/3717,1.643209947,2.502214468,60.81160719
Eastern Europe,,12/31/3718,1.6056469,2.314097238,59.00595436
Eastern Europe,,12/31/3719,1.505062117,2.05606884,54.95270072
Eastern Europe,,12/31/3720,1.44727363,1.943598148,51.63265828
Eastern Europe,,12/31/3721,1.413733766,1.826126238,49.42368602
Eastern Europe,,12/31/3722,1.408839692,1.709826513,47.13960055
Eastern Europe,,12/31/3723,1.465350655,1.752001359,48.81856376
Eastern Europe,,12/31/3724,1.431986083,1.634565258,46.42203597
Eastern Europe,,12/31/3725,1.414941988,1.505015779,44.88414818
Eastern Sub-Saharan Africa,,12/31/3726,2.769179145,146.9128094,23.16770246
Eastern Sub-Saharan Africa,,12/31/3727,2.769228106,145.4970792,23.65907773
Eastern Sub-Saharan Africa,,12/31/3728,2.776031831,145.3299059,23.97740912
Eastern Sub-Saharan Africa,,12/31/3729,2.775041355,145.4764111,24.15478643
Eastern Sub-Saharan Africa,,12/31/3730,2.762864795,145.3415138,23.74272275
Eastern Sub-Saharan Africa,,12/31/3731,2.753599681,146.2919323,22.76488584
Eastern Sub-Saharan Africa,,12/31/3732,2.742558984,146.8549615,22.12044484
Eastern Sub-Saharan Africa,,12/31/3733,2.722671577,146.9382305,21.5145533
Eastern Sub-Saharan Africa,,12/31/3734,2.690902865,146.5590664,20.86663767
Eastern Sub-Saharan Africa,,12/31/3735,2.638665224,144.2811272,20.05889585
Eastern Sub-Saharan Africa,,12/31/3736,2.582062306,141.4357939,19.309612
Eastern Sub-Saharan Africa,,12/31/3737,2.521968344,137.4723922,18.8175909
Eastern Sub-Saharan Africa,,12/31/3738,2.483665086,134.1182738,18.51419148
Eastern Sub-Saharan Africa,,12/31/3739,2.446799584,130.8652435,18.25176747
Eastern Sub-Saharan Africa,,12/31/3740,2.41148811,127.5044141,18.03065703
Eastern Sub-Saharan Africa,,12/31/3741,2.366282182,123.5612287,17.72254963
Eastern Sub-Saharan Africa,,12/31/3742,2.321045377,119.9737706,17.65999437
Eastern Sub-Saharan Africa,,12/31/3743,2.272138669,116.0002938,17.72745852
Eastern Sub-Saharan Africa,,12/31/3744,2.227239461,112.2855537,17.71628662
Eastern Sub-Saharan Africa,,12/31/3745,2.19076284,108.6994466,17.69523715
Eastern Sub-Saharan Africa,,12/31/3746,2.166906262,105.3699751,17.65703323
Eastern Sub-Saharan Africa,,12/31/3747,2.144101032,101.8123607,17.92129749
Eastern Sub-Saharan Africa,,12/31/3748,2.126447296,98.46364363,18.28012222
Eastern Sub-Saharan Africa,,12/31/3749,2.113414208,95.53431202,18.1446823
Eastern Sub-Saharan Africa,,12/31/3750,2.105498482,92.7337666,18.06107814
Eastern Sub-Saharan Africa,,12/31/3751,2.103344715,89.92156035,18.52785863
Eastern Sub-Saharan Africa,,12/31/3752,2.108758902,87.21901597,18.73241902
Eastern Sub-Saharan Africa,,12/31/3753,2.11629672,85.13807859,18.84799267
Ecuador,ECU,12/31/3754,0.933584982,24.47155273,22.53260946
Ecuador,ECU,12/31/3755,0.981241881,23.17094026,24.92037277
Ecuador,ECU,12/31/3756,0.963857032,20.62944721,25.82074081
Ecuador,ECU,12/31/3757,0.925373693,17.88557315,26.24829612
Ecuador,ECU,12/31/3758,0.877079429,15.28890525,26.38129458
Ecuador,ECU,12/31/3759,0.829197597,13.30774639,26.27681839
Ecuador,ECU,12/31/3760,0.850797222,12.85771837,27.06751505
Ecuador,ECU,12/31/3761,0.827893535,11.48533125,26.03122543
Ecuador,ECU,12/31/3762,0.839585657,10.78083799,26.76777507
Ecuador,ECU,12/31/3763,0.852570003,10.55365532,26.85319902
Ecuador,ECU,12/31/3764,0.82580259,10.07470772,26.29688695
Ecuador,ECU,12/31/3765,0.797506018,9.275080304,25.39784318
Ecuador,ECU,12/31/3766,0.829809849,9.083725454,27.46478404
Ecuador,ECU,12/31/3767,0.830391982,8.56797433,28.33608058
Ecuador,ECU,12/31/3768,0.831298867,8.093150555,28.93083856
Ecuador,ECU,12/31/3769,0.842935319,7.765635948,29.65239732
Ecuador,ECU,12/31/3770,0.832132995,7.333227862,30.00165156
Ecuador,ECU,12/31/3771,0.809887339,6.792272957,30.15188826
Ecuador,ECU,12/31/3772,0.782838178,6.247264248,30.01319923
Ecuador,ECU,12/31/3773,0.747409651,5.703857713,29.36531728
Ecuador,ECU,12/31/3774,0.738430383,5.283168775,29.24768903
Ecuador,ECU,12/31/3775,0.740010628,4.856548793,28.72671595
Ecuador,ECU,12/31/3776,0.73826797,4.354787386,28.67761585
Ecuador,ECU,12/31/3777,0.714956668,3.988328564,26.72426943
Ecuador,ECU,12/31/3778,0.70921493,3.802104059,24.67807788
Ecuador,ECU,12/31/3779,0.70560332,3.518001247,23.95176445
Ecuador,ECU,12/31/3780,0.7049726,3.356620638,23.62203875
Ecuador,ECU,12/31/3781,0.703651986,3.113057544,23.44804757
Egypt,EGY,12/31/3782,3.329527981,17.12416267,119.4707707
Egypt,EGY,12/31/3783,3.367048464,15.55542746,118.6110537
Egypt,EGY,12/31/3784,3.368070432,15.27434115,115.4471881
Egypt,EGY,12/31/3785,3.541160857,15.73341688,116.9592174
Egypt,EGY,12/31/3786,3.635385187,15.88236411,116.0640383
Egypt,EGY,12/31/3787,3.551167264,15.29683287,110.873575
Egypt,EGY,12/31/3788,3.56695011,14.50713866,109.7334158
Egypt,EGY,12/31/3789,3.638799678,13.47489875,110.2793481
Egypt,EGY,12/31/3790,3.64595812,12.16004651,108.7148924
Egypt,EGY,12/31/3791,3.672331059,11.02781952,107.5113692
Egypt,EGY,12/31/3792,3.638706722,9.637797399,103.4474601
