Entity,Code,Year,"Outdoor ozone pollution (deaths per 100,000)","Household pollution (deaths per 100,000)","Outdoor particulate pollution (deaths per 100,000)"
Afghanistan,AFG,12/31/1990,5.616442031,250.3629097,46.44658944
Afghanistan,AFG,12/31/1991,5.603960116,242.575125,46.03384057
Afghanistan,AFG,12/31/1992,5.611822065,232.0438779,44.24376603
Afghanistan,AFG,12/31/1993,5.655266063,231.6481335,44.44014814
Afghanistan,AFG,12/31/1994,5.718922221,238.8371768,45.59432841
Afghanistan,AFG,12/31/1995,5.739173782,239.9065987,45.36714113
Afghanistan,AFG,12/31/1996,5.747049995,238.5120505,45.38359108
Afghanistan,AFG,12/31/1997,5.755508661,238.1135199,45.58506218
Afghanistan,AFG,12/31/1998,5.75854458,238.6801502,44.83748989
Afghanistan,AFG,12/31/1999,5.793572911,238.5392941,45.32550114
Afghanistan,AFG,12/31/2000,5.844865492,235.9487737,45.03400426
Afghanistan,AFG,12/31/2001,5.921335306,233.7170407,45.31938333
Afghanistan,AFG,12/31/2002,5.931653631,225.0864304,45.37351074
Afghanistan,AFG,12/31/2003,5.924058422,221.8693563,46.53360142
Afghanistan,AFG,12/31/2004,5.922088524,219.96916,46.23059194
Afghanistan,AFG,12/31/2005,5.903108197,211.4755232,46.13937079
Afghanistan,AFG,12/31/2006,5.911068319,205.9212386,46.31941633
Afghanistan,AFG,12/31/2007,5.909290961,196.5405902,47.01208605
Afghanistan,AFG,12/31/2008,5.893699182,187.794193,46.73689634
Afghanistan,AFG,12/31/2009,5.866966391,178.9304199,46.83337166
Afghanistan,AFG,12/31/2010,5.83713869,171.7881628,46.73326875
Afghanistan,AFG,12/31/2011,5.801864743,163.0263057,48.29018831
Afghanistan,AFG,12/31/2012,5.783817256,156.2018668,48.14822551
Afghanistan,AFG,12/31/2013,5.774365235,151.4522242,46.37609039
Afghanistan,AFG,12/31/2014,5.768401179,147.1349129,45.19389823
Afghanistan,AFG,12/31/2015,5.74608172,141.3542376,47.33453691
Afghanistan,AFG,12/31/2016,5.779466385,138.6635433,44.82619553
Afghanistan,AFG,12/31/2017,5.810624892,134.9937531,45.73766239
Albania,ALB,12/31/2018,4.174149927,56.54026788,23.48301927
Albania,ALB,12/31/2019,4.190511674,58.09981076,24.26308036
Albania,ALB,12/31/2020,3.975273714,56.34285561,23.27497014
Albania,ALB,12/31/2021,3.71149915,53.66371,22.21174507
Albania,ALB,12/31/2022,3.422556449,49.80347178,21.1096963
Albania,ALB,12/31/2023,3.330374073,48.63388617,21.10202565
Albania,ALB,12/31/2024,3.378229915,48.70885814,21.97476416
Albania,ALB,12/31/2025,3.318026343,47.1485231,22.39841286
Albania,ALB,12/31/2026,3.172331128,44.04100851,22.19133684
Albania,ALB,12/31/2027,3.029409015,41.98694541,22.47926513
Albania,ALB,12/31/2028,2.887764584,40.59188455,22.6152449
Albania,ALB,12/31/2029,2.691947489,37.64061681,22.32258625
Albania,ALB,12/31/2030,2.570634881,36.19758327,22.8092342
Albania,ALB,12/31/2031,2.483838358,35.27001758,23.27845876
Albania,ALB,12/31/2032,2.385973682,33.65484508,23.58744164
Albania,ALB,12/31/2033,2.232689432,31.70394918,23.24032746
Albania,ALB,12/31/2034,2.086125858,29.28574609,22.94856366
Albania,ALB,12/31/2035,1.921080693,26.20356377,22.12168544
Albania,ALB,12/31/2036,1.841346425,24.72081851,22.35048763
Albania,ALB,12/31/2037,1.766481875,23.25573036,22.04170805
Albania,ALB,12/31/2038,1.74086669,22.13797544,21.97991106
Albania,ALB,12/31/2039,1.752762604,21.00258164,23.19044536
Albania,ALB,12/31/2040,1.762253506,20.78955825,21.7992158
Albania,ALB,12/31/2041,1.77972103,20.34445627,21.57431702
Albania,ALB,12/31/2042,1.8044725,20.00195091,21.17052831
Albania,ALB,12/31/2043,1.806164979,19.16311568,21.78608861
Albania,ALB,12/31/2044,1.805548208,18.84658452,20.81066377
Albania,ALB,12/31/2045,1.803883519,18.28075417,20.83739279
Algeria,DZA,12/31/2046,2.421084275,3.933080147,61.03561735
Algeria,DZA,12/31/2047,2.381544238,3.29409937,60.53838453
Algeria,DZA,12/31/2048,2.357730957,2.813145156,59.86636667
Algeria,DZA,12/31/2049,2.339816439,2.736146227,58.86287394
Algeria,DZA,12/31/2050,2.312088618,2.681607649,57.26490315
Algeria,DZA,12/31/2051,2.308022364,2.649785519,56.05836944
Algeria,DZA,12/31/2052,2.29761439,2.49628036,55.82249817
Algeria,DZA,12/31/2053,2.282330824,2.346472641,55.31539505
Algeria,DZA,12/31/2054,2.259222509,2.218658881,54.36943177
Algeria,DZA,12/31/2055,2.270878993,2.167959894,53.96447545
Algeria,DZA,12/31/2056,2.278042263,1.976222467,52.95306824
Algeria,DZA,12/31/2057,2.285838373,1.73035013,52.651962
Algeria,DZA,12/31/2058,2.285178588,1.50933032,51.97132601
Algeria,DZA,12/31/2059,2.297342437,1.358237219,51.5429858
Algeria,DZA,12/31/2060,2.286308384,1.214331618,50.33537926
Algeria,DZA,12/31/2061,2.27278289,1.107786001,48.87436534
Algeria,DZA,12/31/2062,2.249825405,0.942363577,48.3919145
Algeria,DZA,12/31/2063,2.219365255,0.811303314,47.61757443
Algeria,DZA,12/31/2064,2.18539165,0.700986318,46.58835002
Algeria,DZA,12/31/2065,2.156320097,0.621211337,45.48016829
Algeria,DZA,12/31/2066,2.137701792,0.556818169,44.40904616
Algeria,DZA,12/31/2067,2.129704071,0.473882138,44.15339102
Algeria,DZA,12/31/2068,2.113738813,0.410303214,43.26431053
Algeria,DZA,12/31/2069,2.10219244,0.358618151,43.0690624
Algeria,DZA,12/31/2070,2.08995081,0.311301104,42.91241271
Algeria,DZA,12/31/2071,2.076489101,0.2676574,42.54781423
Algeria,DZA,12/31/2072,2.058861025,0.218129566,42.80303697
Algeria,DZA,12/31/2073,2.052063536,0.191766503,41.97623323
American Samoa,ASM,12/31/2074,0.013828828,45.80895115,28.20388469
American Samoa,ASM,12/31/2075,0.013516351,45.03508146,28.90597487
American Samoa,ASM,12/31/2076,0.013150559,44.4052746,29.47603356
American Samoa,ASM,12/31/2077,0.012700173,43.00020221,30.1780905
American Samoa,ASM,12/31/2078,0.012312781,42.10071376,30.79133253
American Samoa,ASM,12/31/2079,0.011961229,41.16538816,31.26547801
American Samoa,ASM,12/31/2080,0.011555959,40.0396151,32.44488843
American Samoa,ASM,12/31/2081,0.010992691,38.91420844,34.44769363
American Samoa,ASM,12/31/2082,0.010084081,37.58479062,36.37840975
American Samoa,ASM,12/31/2083,0.009177935,36.48840568,38.2939294
American Samoa,ASM,12/31/2084,0.008511033,35.6645874,39.4371154
American Samoa,ASM,12/31/2085,0.008027857,35.00387523,39.82167808
American Samoa,ASM,12/31/2086,0.007407656,34.1052749,40.48003635
American Samoa,ASM,12/31/2087,0.006575618,33.29536835,41.16599102
American Samoa,ASM,12/31/2088,0.005748356,32.57194026,41.64757086
American Samoa,ASM,12/31/2089,0.005055146,31.46650844,42.03793793
American Samoa,ASM,12/31/2090,0.004400896,30.35378553,42.0165446
American Samoa,ASM,12/31/2091,0.003621402,29.41863703,42.30566209
American Samoa,ASM,12/31/2092,0.002846208,28.48149648,42.25332994
American Samoa,ASM,12/31/2093,0.002232682,27.59257897,42.4997212
American Samoa,ASM,12/31/2094,0.001877976,26.22829841,42.3785256
American Samoa,ASM,12/31/2095,0.001711854,24.90412233,43.15529707
American Samoa,ASM,12/31/2096,0.001577929,24.01055259,41.32509173
American Samoa,ASM,12/31/2097,0.001487075,23.09680515,40.61838048
American Samoa,ASM,12/31/2098,0.001416857,22.19763951,39.17049137
American Samoa,ASM,12/31/2099,0.001391236,21.56846566,39.2264299
American Samoa,ASM,12/31/2100,0.001383888,20.97668624,38.28327931
American Samoa,ASM,12/31/2101,0.001434633,20.31779722,38.62055628
Andean Latin America,,12/31/2102,1.139347872,55.552438,23.44720358
Andean Latin America,,12/31/2103,1.12611657,51.93675784,23.68447804
Andean Latin America,,12/31/2104,1.148681752,51.25870681,25.03010994
Andean Latin America,,12/31/2105,1.150186878,49.27157413,25.61776579
Andean Latin America,,12/31/2106,1.123560903,45.93979676,25.72425137
Andean Latin America,,12/31/2107,1.108557645,43.62617151,26.10797151
Andean Latin America,,12/31/2108,1.087086101,40.29447668,26.27622416
Andean Latin America,,12/31/2109,1.070723845,37.61740925,26.12469665
Andean Latin America,,12/31/2110,1.062469163,35.06742715,26.49423878
Andean Latin America,,12/31/2111,1.033764151,31.80234465,25.76527187
Andean Latin America,,12/31/2112,1.008015848,29.59169932,25.33812484
Andean Latin America,,12/31/2113,0.976692792,27.2188229,24.78490731
Andean Latin America,,12/31/2114,0.978936978,25.90750114,25.77365915
Andean Latin America,,12/31/2115,0.985639551,25.09124725,26.76704696
Andean Latin America,,12/31/2116,0.978810387,23.79720353,27.03922258
Andean Latin America,,12/31/2117,0.964725271,22.37648409,26.93159876
Andean Latin America,,12/31/2118,0.930632056,20.6211868,26.65845467
Andean Latin America,,12/31/2119,0.911784532,19.31293018,26.68365436
Andean Latin America,,12/31/2120,0.904246052,18.51177302,26.97539291
Andean Latin America,,12/31/2121,0.912541125,18.22960884,27.56126251
Andean Latin America,,12/31/2122,0.909692518,17.29971371,27.54142538
Andean Latin America,,12/31/2123,0.894338618,16.0849547,26.98586847
Andean Latin America,,12/31/2124,0.88201167,15.03779391,26.1848895
Andean Latin America,,12/31/2125,0.860127112,13.87166508,25.08455557
Andean Latin America,,12/31/2126,0.834625958,12.85451251,23.23837659
Andean Latin America,,12/31/2127,0.817894813,11.97197448,22.00957326
Andean Latin America,,12/31/2128,0.804920458,11.24037342,21.65237142
Andean Latin America,,12/31/2129,0.802404539,10.68905781,21.47181719
Andorra,AND,12/31/2130,3.253079544,1.004745174,25.33830047
Andorra,AND,12/31/2131,3.259765164,0.917597709,25.09127223
Andorra,AND,12/31/2132,3.271888885,0.861081002,24.90164949
Andorra,AND,12/31/2133,3.236512947,0.78017191,24.3909713
Andorra,AND,12/31/2134,3.195758147,0.708306277,23.87691956
Andorra,AND,12/31/2135,3.125760306,0.638276526,23.00508077
Andorra,AND,12/31/2136,3.062419808,0.560746327,22.1423604
Andorra,AND,12/31/2137,2.97961405,0.505467411,21.00474802
Andorra,AND,12/31/2138,2.922238198,0.461781552,19.9151575
Andorra,AND,12/31/2139,2.867221857,0.416483897,18.91345035
Andorra,AND,12/31/2140,2.832158387,0.384655329,18.16564959
Andorra,AND,12/31/2141,2.804125408,0.352405515,17.73233895
Andorra,AND,12/31/2142,2.774735932,0.337906813,17.36905365
Andorra,AND,12/31/2143,2.776577448,0.307189969,17.19297446
Andorra,AND,12/31/2144,2.790562645,0.289914788,17.14477726
Andorra,AND,12/31/2145,2.77537764,0.262961293,16.87235513
Andorra,AND,12/31/2146,2.740482231,0.24716032,16.5320954
Andorra,AND,12/31/2147,2.720933513,0.228636753,16.29682001
Andorra,AND,12/31/2148,2.719599097,0.22029794,16.12949979
Andorra,AND,12/31/2149,2.722224105,0.209530483,16.0118088
Andorra,AND,12/31/2150,2.717710653,0.200635013,15.81466013
Andorra,AND,12/31/2151,2.699274603,0.186354824,15.95441184
Andorra,AND,12/31/2152,2.698390953,0.184981653,15.23164678
Andorra,AND,12/31/2153,2.710397762,0.182663127,14.72554361
Andorra,AND,12/31/2154,2.710922678,0.179989093,13.8319959
Andorra,AND,12/31/2155,2.701087347,0.171687958,14.19962499
Andorra,AND,12/31/2156,2.710157431,0.171123619,13.11733685
Andorra,AND,12/31/2157,2.708944277,0.165664162,13.08853102
Angola,AGO,12/31/2158,8.512958868,193.9273488,26.25989798
Angola,AGO,12/31/2159,8.489176083,191.4063913,26.60813064
Angola,AGO,12/31/2160,8.4660618,188.709434,26.86839081
Angola,AGO,12/31/2161,8.507504677,188.2904074,26.91339501
Angola,AGO,12/31/2162,8.53286718,185.5822072,27.43420923
Angola,AGO,12/31/2163,8.489184979,182.0301481,27.25535268
Angola,AGO,12/31/2164,8.364739556,175.5633583,27.40763389
Angola,AGO,12/31/2165,8.320441131,170.0231516,27.83144124
Angola,AGO,12/31/2166,8.474015476,169.2428389,28.95033965
Angola,AGO,12/31/2167,8.370562087,162.73139,29.2297451
Angola,AGO,12/31/2168,8.284325903,157.5150619,29.1661109
Angola,AGO,12/31/2169,8.047978443,149.2085609,29.36111673
Angola,AGO,12/31/2170,7.820982122,142.5179893,29.08595811
Angola,AGO,12/31/2171,7.670184788,136.1988444,29.4097996
Angola,AGO,12/31/2172,7.547591768,133.3721211,29.46802135
Angola,AGO,12/31/2173,7.242394055,124.4924999,29.06115222
Angola,AGO,12/31/2174,7.01425757,116.9954513,29.5265064
Angola,AGO,12/31/2175,6.716330441,108.7639137,29.65608308
Angola,AGO,12/31/2176,6.48776154,102.8870644,29.53632057
Angola,AGO,12/31/2177,6.284587536,96.10158409,29.63882933
Angola,AGO,12/31/2178,6.085183347,90.12789849,29.58860228
Angola,AGO,12/31/2179,5.924090486,84.79594978,29.45584036
Angola,AGO,12/31/2180,5.771542891,79.80136797,30.26949306
Angola,AGO,12/31/2181,5.596066001,75.29429388,31.04411493
Angola,AGO,12/31/2182,5.345321873,70.24565929,29.63777586
Angola,AGO,12/31/2183,5.216857563,67.09831767,29.79255389
Angola,AGO,12/31/2184,5.111732246,64.41206603,29.40473321
Angola,AGO,12/31/2185,5.029588394,62.19905799,29.75929262
Antigua and Barbuda,ATG,12/31/2186,0,6.751831372,39.52937498
Antigua and Barbuda,ATG,12/31/2187,0,6.287659244,39.57578272
Antigua and Barbuda,ATG,12/31/2188,0,5.923758028,40.39842539
Antigua and Barbuda,ATG,12/31/2189,0,5.593438939,41.17469035
Antigua and Barbuda,ATG,12/31/2190,0,5.346419369,41.68586765
Antigua and Barbuda,ATG,12/31/2191,0,5.110754496,42.36472219
Antigua and Barbuda,ATG,12/31/2192,0,4.844856386,42.65478023
Antigua and Barbuda,ATG,12/31/2193,0,4.566463713,42.92613705
Antigua and Barbuda,ATG,12/31/2194,0,4.289654877,42.19064021
Antigua and Barbuda,ATG,12/31/2195,0,4.026159974,41.62527183
Antigua and Barbuda,ATG,12/31/2196,0,3.810658516,40.90891636
Antigua and Barbuda,ATG,12/31/2197,0,3.530907662,40.98995165
Antigua and Barbuda,ATG,12/31/2198,0,3.324882262,40.38545473
Antigua and Barbuda,ATG,12/31/2199,0,3.1243175,40.05108977
Antigua and Barbuda,ATG,12/31/2200,0,2.896660313,39.31743805
Antigua and Barbuda,ATG,12/31/2201,0,2.727363151,38.70650281
Antigua and Barbuda,ATG,12/31/2202,0,2.514260163,38.25583458
Antigua and Barbuda,ATG,12/31/2203,0,2.294840467,37.34344635
Antigua and Barbuda,ATG,12/31/2204,0,2.127655524,36.85868646
Antigua and Barbuda,ATG,12/31/2205,0,1.995945835,36.17361348
Antigua and Barbuda,ATG,12/31/2206,0,1.939711139,35.76149691
Antigua and Barbuda,ATG,12/31/2207,0.000362003,1.806506049,35.76796528
Antigua and Barbuda,ATG,12/31/2208,0.001368812,1.793082594,34.12748428
Antigua and Barbuda,ATG,12/31/2209,0.002925803,1.718523744,33.31222677
Antigua and Barbuda,ATG,12/31/2210,0.004990726,1.683229903,32.44848328
Antigua and Barbuda,ATG,12/31/2211,0.007442266,1.569812735,32.01027161
Antigua and Barbuda,ATG,12/31/2212,0.009857965,1.526040156,30.98683682
Antigua and Barbuda,ATG,12/31/2213,0.012518973,1.435593983,30.90778066
Argentina,ARG,12/31/2214,0.85446039,13.41293288,31.16497597
Argentina,ARG,12/31/2215,0.854586428,13.79430272,30.68254882
Argentina,ARG,12/31/2216,0.890325933,13.34270924,31.64958661
Argentina,ARG,12/31/2217,0.901707461,12.60725458,31.26102607
Argentina,ARG,12/31/2218,0.905582045,11.76547409,30.42736108
Argentina,ARG,12/31/2219,0.955930815,11.32351309,30.32274617
Argentina,ARG,12/31/2220,1.009266723,10.86658954,31.52019035
Argentina,ARG,12/31/2221,1.102840725,10.64394756,32.4934404
Argentina,ARG,12/31/2222,1.180724429,10.37308734,33.48876355
Argentina,ARG,12/31/2223,1.242903574,10.25855549,34.14591079
Argentina,ARG,12/31/2224,1.204722499,9.505328669,32.26633874
Argentina,ARG,12/31/2225,1.236238045,9.211928188,33.02643218
Argentina,ARG,12/31/2226,1.276530844,8.624026435,33.94479683
Argentina,ARG,12/31/2227,1.316558673,8.037748932,34.41377201
Argentina,ARG,12/31/2228,1.286064011,7.07480627,33.02103059
Argentina,ARG,12/31/2229,1.280754434,6.223337138,31.89755292
Argentina,ARG,12/31/2230,1.298353721,5.660617609,32.41183423
Argentina,ARG,12/31/2231,1.380666063,5.330347721,33.7893588
Argentina,ARG,12/31/2232,1.350416971,4.614749138,32.63046797
Argentina,ARG,12/31/2233,1.382669086,4.265942575,32.61323095
Argentina,ARG,12/31/2234,1.441573905,3.919198747,32.25313852
Argentina,ARG,12/31/2235,1.496944517,3.484809727,33.09695925
Argentina,ARG,12/31/2236,1.51996465,3.255060472,31.50984487
Argentina,ARG,12/31/2237,1.548683981,3.011928318,30.76796366
Argentina,ARG,12/31/2238,1.566624348,2.817754751,29.00046196
Argentina,ARG,12/31/2239,1.635771629,2.576968029,29.15909422
Argentina,ARG,12/31/2240,1.701892004,2.411680608,28.00762058
Argentina,ARG,12/31/2241,1.745889964,2.260202746,27.3380539
Armenia,ARM,12/31/2242,6.195931296,51.18136373,50.59363562
Armenia,ARM,12/31/2243,6.204017764,52.04888133,52.85421634
Armenia,ARM,12/31/2244,6.31205804,53.99494336,55.30860258
Armenia,ARM,12/31/2245,6.431556297,54.36345413,56.20834426
Armenia,ARM,12/31/2246,6.249915103,52.86477172,55.61407408
Armenia,ARM,12/31/2247,5.919812304,51.43571848,53.73105128
Armenia,ARM,12/31/2248,5.701195197,49.45304475,53.3959661
Armenia,ARM,12/31/2249,5.218425035,45.95152616,51.86435803
Armenia,ARM,12/31/2250,4.856270384,43.29195904,51.05999368
Armenia,ARM,12/31/2251,4.826657957,41.50764659,51.75389226
Armenia,ARM,12/31/2252,4.719212582,39.36635811,51.21863577
Armenia,ARM,12/31/2253,4.615555352,37.39536052,51.54204153
Armenia,ARM,12/31/2254,4.809877045,36.52635813,53.27374971
Armenia,ARM,12/31/2255,4.837883319,34.50431078,54.58091191
Armenia,ARM,12/31/2256,4.601007284,31.61204243,54.2618467
Armenia,ARM,12/31/2257,4.449231477,28.86697389,54.6149891
Armenia,ARM,12/31/2258,4.431420158,26.55842924,55.5894138
Armenia,ARM,12/31/2259,4.312621916,24.15816671,55.73309546
Armenia,ARM,12/31/2260,4.237198649,21.97340357,56.80448422
Armenia,ARM,12/31/2261,4.188496105,20.23048893,57.02647699
Armenia,ARM,12/31/2262,4.096334771,18.31973354,56.8130597
Armenia,ARM,12/31/2263,4.007933399,16.82246042,56.32136059
Armenia,ARM,12/31/2264,3.882463724,15.55925058,54.14337572
Armenia,ARM,12/31/2265,3.792220355,14.69569906,51.34107173
Armenia,ARM,12/31/2266,3.813175332,13.86167922,49.84322597
Armenia,ARM,12/31/2267,3.930754718,12.68590792,51.6149863
Armenia,ARM,12/31/2268,3.850707677,12.45752053,49.57826401
Armenia,ARM,12/31/2269,3.860213646,11.90403664,50.07469349
Australasia,,12/31/2270,0.277846473,0.666424799,25.29825056
Australasia,,12/31/2271,0.273042264,0.599107632,24.61223858
Australasia,,12/31/2272,0.278849643,0.546519423,24.4973508
Australasia,,12/31/2273,0.274878838,0.486300644,23.58524689
Australasia,,12/31/2274,0.280883587,0.44013304,23.21115263
Australasia,,12/31/2275,0.277002424,0.391534792,22.22640584
Australasia,,12/31/2276,0.277987057,0.363298684,22.13000482
Australasia,,12/31/2277,0.269275692,0.330137807,21.50121182
Australasia,,12/31/2278,0.261565015,0.293186487,20.54933397
Australasia,,12/31/2279,0.254139422,0.2713038,19.62412871
Australasia,,12/31/2280,0.249647749,0.250622965,18.56440903
Australasia,,12/31/2281,0.244752435,0.235223043,17.87091078
Australasia,,12/31/2282,0.246913371,0.224067974,17.4474038
Australasia,,12/31/2283,0.243461877,0.207645535,16.62893999
Australasia,,12/31/2284,0.240902767,0.190399694,15.76183899
Australasia,,12/31/2285,0.238517977,0.173567777,14.83474692
Australasia,,12/31/2286,0.243998901,0.164310104,14.3709435
Australasia,,12/31/2287,0.263239698,0.159366397,14.33141954
Australasia,,12/31/2288,0.281745583,0.152227612,14.03329376
Australasia,,12/31/2289,0.297240873,0.139507001,13.49677286
Australasia,,12/31/2290,0.315997633,0.130129631,12.93262395
Australasia,,12/31/2291,0.344102095,0.124318494,13.10110794
Australasia,,12/31/2292,0.367760712,0.113736963,11.96208971
Australasia,,12/31/2293,0.401327342,0.107985743,11.20841928
Australasia,,12/31/2294,0.451009145,0.10267495,10.68003547
Australasia,,12/31/2295,0.501267198,0.097830747,10.44889819
Australasia,,12/31/2296,0.543921167,0.092569789,9.715582083
Australasia,,12/31/2297,0.606479995,0.09103582,9.829451256
Australia,AUS,12/31/2298,0.328558961,0.69240058,25.72982899
Australia,AUS,12/31/2299,0.322291542,0.617207389,25.02097141
Australia,AUS,12/31/2300,0.328629689,0.559419099,24.86598947
Australia,AUS,12/31/2301,0.32329578,0.4920491,23.86602347
Australia,AUS,12/31/2302,0.330099889,0.445467269,23.65268645
Australia,AUS,12/31/2303,0.324473497,0.389572143,22.43122463
Australia,AUS,12/31/2304,0.324937503,0.358503363,22.40707103
Australia,AUS,12/31/2305,0.314183839,0.322222444,21.83873717
Australia,AUS,12/31/2306,0.304891752,0.283976906,20.96027602
Australia,AUS,12/31/2307,0.295335428,0.259009247,19.89709102
Australia,AUS,12/31/2308,0.28992164,0.2398763,18.90923985
Australia,AUS,12/31/2309,0.283646867,0.223434124,18.11870014
Australia,AUS,12/31/2310,0.285993753,0.210598016,17.6622692
Australia,AUS,12/31/2311,0.281694916,0.193708283,16.80253645
Australia,AUS,12/31/2312,0.278546618,0.176022869,15.93207706
Australia,AUS,12/31/2313,0.275714965,0.159927921,15.01608862
Australia,AUS,12/31/2314,0.281906041,0.14964694,14.53022293
Australia,AUS,12/31/2315,0.304200487,0.1449723,14.51488435
Australia,AUS,12/31/2316,0.325464806,0.138322464,14.22870915
Australia,AUS,12/31/2317,0.343198229,0.125931347,13.69457184
Australia,AUS,12/31/2318,0.364723294,0.117483406,13.14037958
Australia,AUS,12/31/2319,0.395679629,0.111924734,13.27667638
Australia,AUS,12/31/2320,0.4192914,0.101862559,12.19640124
Australia,AUS,12/31/2321,0.453042661,0.097383605,11.38415361
Australia,AUS,12/31/2322,0.503705619,0.093103579,10.93949093
Australia,AUS,12/31/2323,0.554406842,0.088637603,10.70207175
Australia,AUS,12/31/2324,0.595577923,0.084401709,9.974549114
Australia,AUS,12/31/2325,0.659241943,0.083362775,10.12811059
Austria,AUT,12/31/2326,2.370239742,1.764910706,31.80417899
Austria,AUT,12/31/2327,2.374245922,1.702795381,31.8340579
Austria,AUT,12/31/2328,2.359771139,1.613554142,31.22599079
Austria,AUT,12/31/2329,2.378989938,1.525423619,30.86824879
Austria,AUT,12/31/2330,2.326363714,1.422197727,29.88222351
Austria,AUT,12/31/2331,2.347118148,1.316996759,29.49668233
Austria,AUT,12/31/2332,2.370457317,1.244787902,29.37876296
Austria,AUT,12/31/2333,2.357323692,1.152437822,28.31679583
Austria,AUT,12/31/2334,2.399956581,1.083324406,27.90890942
Austria,AUT,12/31/2335,2.463875839,1.020421636,27.25204164
Austria,AUT,12/31/2336,2.48995785,0.939379438,26.17853326
Austria,AUT,12/31/2337,2.492250871,0.845633788,25.06541119
Austria,AUT,12/31/2338,2.553530238,0.797544059,24.70125843
Austria,AUT,12/31/2339,2.627476538,0.732219579,24.40711231
Austria,AUT,12/31/2340,2.553080868,0.650826445,23.32807548
Austria,AUT,12/31/2341,2.516296277,0.600359474,22.64774801
Austria,AUT,12/31/2342,2.430628425,0.530313936,21.55694367
Austria,AUT,12/31/2343,2.411960641,0.49224253,21.16959227
Austria,AUT,12/31/2344,2.3359116,0.451510039,20.4180336
Austria,AUT,12/31/2345,2.358945132,0.419108469,20.41324649
Austria,AUT,12/31/2346,2.298149045,0.387586149,19.57147179
Austria,AUT,12/31/2347,2.264556579,0.350681191,19.31985006
Austria,AUT,12/31/2348,2.228607264,0.337466825,18.0780335
Austria,AUT,12/31/2349,2.215487753,0.318544868,17.5690864
Austria,AUT,12/31/2350,2.181114814,0.307959479,16.75650443
Austria,AUT,12/31/2351,2.206374188,0.287670609,16.74104006
Austria,AUT,12/31/2352,2.166399592,0.279990194,15.72264884
Austria,AUT,12/31/2353,2.150996387,0.266582585,15.51928801
Azerbaijan,AZE,12/31/2354,3.802632096,52.11472858,48.85217675
Azerbaijan,AZE,12/31/2355,4.015794947,53.04878429,52.55345964
Azerbaijan,AZE,12/31/2356,4.462065252,56.3361,57.45630066
Azerbaijan,AZE,12/31/2357,4.793106827,58.36091384,60.29895324
Azerbaijan,AZE,12/31/2358,5.223390385,60.63559936,63.46318747
Azerbaijan,AZE,12/31/2359,5.221925821,60.64586436,62.35992883
Azerbaijan,AZE,12/31/2360,5.167213503,59.85282072,63.1117151
Azerbaijan,AZE,12/31/2361,4.920649039,57.536332,62.65074994
Azerbaijan,AZE,12/31/2362,4.643341562,56.18817596,61.97298151
Azerbaijan,AZE,12/31/2363,4.219961291,53.19298841,60.53638578
Azerbaijan,AZE,12/31/2364,3.81541526,50.56346795,58.35515169
Azerbaijan,AZE,12/31/2365,3.509722835,48.9260171,58.62403394
Azerbaijan,AZE,12/31/2366,3.445070399,47.87103657,61.09979474
Azerbaijan,AZE,12/31/2367,3.438753223,46.9341605,63.0762068
Azerbaijan,AZE,12/31/2368,3.361204058,43.89487872,62.87748733
Azerbaijan,AZE,12/31/2369,3.45578251,41.42043642,63.87816367
Azerbaijan,AZE,12/31/2370,3.515057693,37.48367457,65.20990063
Azerbaijan,AZE,12/31/2371,3.465218012,33.54336072,63.7176195
Azerbaijan,AZE,12/31/2372,3.404316085,31.26084529,63.89452181
Azerbaijan,AZE,12/31/2373,3.370877512,29.37532018,63.49095423
Azerbaijan,AZE,12/31/2374,3.388138984,27.76601149,63.46323514
Azerbaijan,AZE,12/31/2375,3.370676875,25.97023182,64.70774696
Azerbaijan,AZE,12/31/2376,3.319263261,25.1466201,62.21747257
Azerbaijan,AZE,12/31/2377,3.251005142,23.53995243,61.29430727
Azerbaijan,AZE,12/31/2378,3.227047069,23.01835176,58.23859117
Azerbaijan,AZE,12/31/2379,3.199150341,21.59639964,59.24061631
Azerbaijan,AZE,12/31/2380,3.19909172,20.99750771,57.23452928
Azerbaijan,AZE,12/31/2381,3.240127486,20.75141979,56.9227866
Bahamas,BHS,12/31/2382,0.903434392,8.907090242,37.97957623
Bahamas,BHS,12/31/2383,0.902396608,8.558293912,37.81401484
Bahamas,BHS,12/31/2384,0.907096967,8.184398328,37.92148816
Bahamas,BHS,12/31/2385,0.918660544,7.758187555,38.42205035
Bahamas,BHS,12/31/2386,0.939607265,7.362145321,38.98106751
Bahamas,BHS,12/31/2387,0.933440499,6.990888655,38.90408025
Bahamas,BHS,12/31/2388,0.960635931,6.601874654,40.52330823
Bahamas,BHS,12/31/2389,0.914752035,5.767542264,38.08346621
Bahamas,BHS,12/31/2390,0.901773486,5.094799321,37.07645585
Bahamas,BHS,12/31/2391,0.924858413,4.809299142,37.70031279
Bahamas,BHS,12/31/2392,0.900012597,4.428833048,36.21813067
Bahamas,BHS,12/31/2393,0.904509838,4.044692006,36.53119531
Bahamas,BHS,12/31/2394,0.872385794,3.606399222,34.92795313
Bahamas,BHS,12/31/2395,0.868499788,3.347016486,34.22823643
Bahamas,BHS,12/31/2396,0.880038949,3.202210211,33.95391711
Bahamas,BHS,12/31/2397,0.855152736,2.993038461,32.83092086
